artist,title,lyrics
Louis Armstrong,When the Saints Go Marching In,"You know folks, I happened to pass one of them good old camp meetin's the other day, and run into a gang of them good old soul brothers. And them cats all come up on the stage, ran to sing and blow one. And we gettin' together now and I'm gonna lead off one, yeah
Now, when them saints
(Well, when the saints)
Go marchin' in
(Go marching in)
When the saints go a-marchin' in
(Saints go marching in)
Oh, to be in that number, number yeah
Brother Billy and brother Tyree, they're gonna get together there
Brother ? and his banjo
You know Marty Napoleon and brother Catlett gon' back him up
Good deal there
Brother Catlett backin' him up
Ah, see brother Danny Barcelona coming in with that (fake?)
Watch this part here comin' up
Oh, when the saints
(Oh, when the saints)
Marching in
(Marching in)
When the saints go marchin' in
(Saints go marchin' in)
Oh, long to be in that number, yeah
WHen the saints go marching in"
Louis Armstrong,It Don’t Mean a Thing (If It Ain’t Got That Swing),"What good is melody?
What good is music
If it ain't possessing something sweet?
Now it ain't the melody
And it ain't the music
There's something else that makes this tune complete, yes
It don't mean a thing
If it ain't got that swing
Well, it don't mean a thing
All you got to do is sing
It makes no difference if it's sweet or hot
Just give that rhythm everything you've got, yes
It don't mean a thing
If it ain't got that swing
It don't mean a thing, don't mean a thing
If it ain't got that swing, boy
Ba ba doo da da ba boo doo zee, ba boo zoo loo doo, ba zoo zee
I said, don't mean a thing
And all you got to do is sing like
La la, la la, la la, doo loo, doo doo, bee bee, do do do
Now it makes no difference if it's sweet or hot
Just give that rhythm everything you've got, oh
Don't mean a thing, boy
If it ain't got a-that a-swing-a
Uh boo, boo doo, boo boo, boo doo
Take it, Trummy"
Louis Armstrong,Zip-A-Dee-Doo-Dah,"My, oh, my, what a wonderful day
Plenty of sunshine headin' my way
Zip-a-dee-doo-dah, zip-a-dee-ay!
Mister Bluebird's on my shoulder
It's the truth, it's ""actch'll""
Everything is ""satisfactch'll.""
Zip-a-dee-doo-dah, zip-a-dee-ay
Wonderful feeling, wonderful day!
Zip-a-dee-doo-dah, zip-a-dee-ay
My, oh, my, what a wonderful day
Plenty of sunshine headin' my way
Zip-a-dee-doo-dah, zip-a-dee-ay!
Mister Bluebird's on my shoulder
It's the truth, it's ""actch'll""
Everything is ""satisfactch'll.""
Zip-a-dee-doo-dah, zip-a-dee-ay
Wonderful feeling, feeling this way!
Mister Bluebird's on my shoulder
It's the truth, it's ""actch'll""
Everything is ""satisfactch'll.""
Zip-a-dee-doo-dah, zip-a-dee-ay
Wonderful feeling, wonderful day!"
Louis Armstrong,Nobody Knows the Trouble I’ve Seen,"Nobody knows the trouble I've seen
Nobody knows but Jesus
Nobody knows the trouble I've seen
Glory hallelujah
Sometimes I'm up, sometimes I'm down
Ohh, yes Lord
Sometimes I'm almost To the ground
Oh yes, Lord
Nobody knows the trouble I've seen
Nobody knows but Jesus
Nobody knows the trouble I've seen
Glory hallelujah
If you got there before I do
Oh yes Lord
Tell all my friends I'm coming too
Oh yes Lord
Nobody knows the trouble I've seen
Nobody knows but Jesus
Nobody knows the trouble I've seen
Glory hallelujah
Although you see me goin' on so
Oh yes, Lord
I have my trials here below
Ohh yes, Lord
Nobody knows the trouble I've seen
Nobody knows but Jesus
Nobody knows the trouble I've seen
Glory hallelujah
Oh, glory hallelujah"
Louis Armstrong,Cheesecake,"My girl loves cheesecake!
Ohh. Cheesecake. Munchin' on a cheesecake, munchin' on a cheesecake
Cheesecake!
Cheesecake. Munchin' on a cheesecake, munchin' on a cheesecake
Cheesecake!
Cheesecake. Gobble, gobble. Cheesecake. Gobble, gobble. Cheesecake
Cheesecake!
Cheesecake. Gobble, gobble. Cheesecake. Gobble, gobble. Cheesecake
Cheesecake!
Cheesecake. Munchin' on a cheesecake, munchin' on a cheesecake
Cheesecake!
Ohh. Cheesecake. Munchin' on a cheesecake, munchin on a cheesecake
Cheesecake!
Cheesecake. Gobble, gobble. Cheesecake. Gobble, gobble
Cheesecake
Cheesecake!
Cheesecake. Gobble, gobble. Cheesecake. Gobble, gobble. Cheesecake
Cheesecake!
My girl she's crazy, over cheesecake all the time, so I'll bring her cheesecake, and she'll treat me mighty fine!
Cheesecake. Munchin' on a cheesecake. Munchin' on a cheesecake
Cheesecake!
Cheesecake. Munchin' on a cheesecake. Munchin' on a cheesecake
Cheesecake!
Cheesecake. Gobble, gobble. Cheesecake. Gobble, gobble. Cheesecake
Cheesecake!
Cheesecake. Gobble, gobble. Cheesecake. Gobble, gobble. Cheesecake
Cheesecake!
My girl she's crazy, over cheesecake all the time, so I'll bring her cheesecake and roopy-dot-n-doot-n-dottly-dootle-yah!
Cheesecake. Munchin' on a cheesecake. Munchin' on a cheesecake
Cheesecake!
Ohh. Cheesecake. Munchin' on a cheesecake. Munchin' on a cheesecake
Cheesecake!
Ohh. Cheesecake. Gobble, gobble. Cheesecake. Gobble, gobble. Cheesecake
Cheesecake!
Mmm. Cheesecake. Gobble, gobble. Cheesecake. Crazy over cheesecake
Cheesecake!"
Louis Armstrong,Willow Weep For Me,"Yes, willow weep for me
Willow weep for me
Bend your branches green
Along the stream that runs to sea
Listen to my plea
Listen willow and weep for me
Yes, gone my lover's dream
Lovely summer dream
Gone and left me here
To weep my tears into the stream
Sad as I can be
Hear me willow and weep for me
Whisper to the wind and say that love's a sin
To leave my heart a-breaking, and making a moan
Murmur to the night to hide her starry light
So none will find me sighing and crying all alone
Oh, weeping willow tree
Weeping sympathy
Bend your branches down
Along the ground and cover me
When the shadows fall
Bend old willow and weep for me
Whisper to the wind and say that love is sin
To leave my heart a-breaking, and making a moan
Murmur to the night to hide her starry light
So none will find me sighing and crying all alone
Yes, willow weeping tree
Weeping sympathy
Bend your branches down
Along the ground and cover me
When the shadows fall
Bend old willow, weep for me, yeah"
Louis Armstrong,Swing Low Sweet Chariot,"Comin' for to carry me home
Swing low, sweet chariot
Comin' for to carry me home
I looked over Jordan, and what did I see
Comin' for to carry me home
A band of angels comin' after me
Comin' for to carry me home
Swing low, sweet chariot
Comin' for to carry me home
Swing low, sweet chariot
Comin' for to carry me home
If you get there before I do
Comin' for to carry me home
Just tell my friends that I'm a comin' too
Comin' for to carry me home
Swing low, sweet chariot
Comin' for to carry me home
Swing low, sweet chariot
Comin' for to carry me home
I'm sometimes up and sometimes down
Comin' for to carry me home
But still my soul feels heavenly bound
Comin' for to carry me home
Swing low, sweet chariot
Comin' for to carry me home
Swing low, sweet chariot
Comin' for to carry me home
I look over Jordan, and what do I see
Comin' for to carry me home
A band of angels comin' after me
Comin' for to carry me home
Swing low, sweet chariot
Comin' for to carry me home
Swing low, sweet chariot
Comin' for to carry me home"
Louis Armstrong,When You’re Smiling (The Whole World Smiles With You),"Oh, when you're smilin'
When you're smilin'
The whole world smiles with you
Yes, when you're laughin'
When you're laughin'
Yes, the sun comes shinin' through
But when you're cryin'
You bring on the rain
So stop your sighin', baby
And be happy again
Yes an' keep on smilin'
Keep on smilin'
And the whole world smiles with you"
Louis Armstrong,Basin Street Blues,"To the Mississippi?
We'll take a trip to the land of dreams
Blowing down the river, down to New Orleans
The band is there to meet us
Old friends to greet us
That's where the line and the dark folks meet
A heaven on earth, they call it Basin Street
I said, Basin Street, Basin Street
Where the elite always meet
Down in New Orleans, the land of dreams
You'll never know how nice it seems
Or just how much it really means
Just to be, yes, siree, in New Orleans
The land of dreams where I can lose
My Basin Street blues
Now, you're glad you came with me
Down the Mississippi
We took a trip in a land of dreams
And floated down the river down to New Orleans
Where to, Basin Street, Basin Street
Where the elite always meet
Down in New Orleans, the land of dreams
You'll never know how, how much it seems
Or just how much it really means
Just to be, yes, siree, yeah, New Orleans
The land of dreams where I can lose
My Basin Street blues"
Louis Armstrong,Do You Know What It Means to Miss New Orleans?,"Do you know what it means to miss New Orleans
And miss it each night and day?
I know I’m not wrong, the feeling's getting stronger
The longer I stay away
Miss the moss-covered vines, the tall sugar pines
Where mockingbirds used to sing
And I'd like to see the lazy Mississippi
A-hurrying into spring
Oh the Mardi Gras, the memories
Of Creoles' tunes that filled the air
I dream of oleanders in June
And soon I'm wishing that I were there
Do you know what it means to miss New Orleans
When that's where you left your heart?
And there's something more, I miss the one I care for
More than I miss New Orleans"
Louis Armstrong,C’est Si Bon (It’s So Good),"De
Com
C'est si bon
Lovers say that in france
When they thrill to romance
It means that it´s so good
C´est si bon
So I say to you
Like the french people do
Because it´s oh so good
Every word, every sigh, every kiss, dear
Leads to only one thought
And the thought is this, dear!
C´est si bon
Nothing else can replace
Just your slyest embrace
And if you only would
Be my own for the rest of my days
I will whisper this phrase
My darling, my darling...
C'est si bon!"
Louis Armstrong,Ezekiel Saw De Wheel,"Way up in the middle of the air
Ezekiel saw the wheel
Way up in the middle of the air
And the little wheel run by faith
And the big wheel run by the grace of God
A wheel in a wheel
Way up in the middle of the air
Some go to church to sing and shout
Way in the middle of the air
Before six months they've shouted out
Way in the middle of the air
Ezekiel saw the wheel
Way up in the middle of the air
Ezekiel saw the wheel
Way up in the middle of the air
And the little wheel run by faith
And the big wheel run by the grace of God
A wheel in a wheel
Way up in the middle of the air
Let me tell you what a hypocrite'll do
Way in the middle of the air
He'll talk about me, he'll talk about you
Way in the middle of the air
Ezekiel saw the wheel
Way up in the middle of the air
Ezekiel saw the wheel
Way up in the middle of the air
And the little wheel run by faith
And the big wheel run by the grace of God
A wheel in a wheel
Way up in the middle of the air
Don't pray for things that you don't need
Way in the middle of the air
The Lord don't like no sin and greed
Way in the middle of the air
Ezekiel saw the wheel
Way up in the middle of the air
Ezekiel saw the wheel
Way up in the middle of the air
And the little wheel run by faith
And the big wheel run by the grace of God
A wheel in a wheel
Way up in the middle of the air
There's one thing sure that you can't do
Way in the middle of the air
You can't serve God and Satan too
Way in the middle of the air
Ezekiel saw the wheel
Way up in the middle of the air
Ezekiel saw the wheel
Way up in the middle of the air
And the little wheel run by faith
And the big wheel run by the grace of God
A wheel in a wheel
Way up in the middle of the air
One of these days about twelve o'clock
Way in the middle of the air
This old world's gonna reel and rock
Way in the middle of the air
Ezekiel saw the wheel
Way up in the middle of the air
Ezekiel saw the wheel
Way up in the middle of the air
And the little wheel run by faith
And the big wheel run by the grace of God
A wheel in a wheel
Way up in the middle of the air
Ezekiel saw the wheel
Within a wheel in a wheel my lord
Wheel wheel in a wheel
Within in a wheel in a wheel great god o mighty
Wheel wheel in a wheel
Within a wheel in a wheel my lord
Ezekiel saw the wheel!"
Louis Armstrong,"It’s Been a Long, Long Time","Just kiss me once and kiss me twice, then kiss me once again
It's been a long, long time
Haven't felt like this, my dear, since can't remember when
It's been a long, long time
You'll never know how many dreams I've dreamed about you
Or just how empty they all seemed without you
So kiss me once, then kiss me twice, then kiss me once again
It's been a long, long time
Yes, kiss me once, kiss me twice, kiss me once again
It's a-been a long, long, a long, long time
Haven't felt like this, my dear, since can't remember when
It's been a long, long time
You'll never know how many dreams I've dreamed about you
Or just how empty they all seemed without you
So kiss me once and kiss me twice, kiss me once again
It's been a long, ba-ba-ba-boo time
Oh yeah"
Louis Armstrong,Shadrack,"Shadrack, Meshach, Abednego!
They took a little trip to the land of Babylon
Shadrack, Meshach, Abednego!
Nebuchadnezzer was the king of Babylon
Shadrack, Meshach, Abednego!
He took a lot of gold, and made an idol
Shadrack, Meshach, Abednego!
And he told everybody “when you hear the music of the trombone""
And he told everybody “when you hear the music of the clarinet""
And he told everybody “when you hear the music of the horn""
You must fall down and worship the idol!""
Shadrack, Meshach, Abednego!
But the children of Israel would not bow down!
Shadrack, Meshach, Abednego!
Couldn't fool 'em with a golden idol!
Shadrack, Meshach, Abednego!
I said you couldn't fool 'em with a golden idol!
Shadrack, Meshach, Abednego!
So the king put the children in the fiery furnace
Shadrack, Meshach, Abednego!
Heaped on coals and red-hot brimstone
Shadrack, Meshach, Abednego!
Eleven times hotter, hotter than it oughtta be!
Shadrack, Meshach, Abednego!
Burned up the soldiers that the king had put there
Shadrack, Meshach, Abednego!
But the Lord sent an angel with the snow-white wings
Down in the middle of the furnace
Talkin' to the children 'bout the power of the Gospel
Shadrack, Meshach, Abednego!
Well they couldn't burn a hair on the head of
Shadrack, Meshach, Abednego!
Laughin’ and talkin' while the fire jumpin’ round
Shadrack, Meshach, Abednego!
Old Nebuchadnezzer called ""hey there!
When he saw the power of the Lord
And they had a regal time in the house of Babylon
Shadrack! Meshach, Abednego!
Oh, Abednego!!"
Louis Armstrong,Blueberry Hill,"I found my thrill on Blueberry Hill
On Blueberry Hill when I found you
The moon stood still on Blueberry Hill
And lingered until my dreams came true
The wind in the willow played love's sweet melody
But all of those vows we made were never to be
Though we're apart you're part of me still
For you were my thrill on Blueberry Hill
(I found my thrill)
Come climb the hill with me, baby
(On Blueberry Hill)
We'll see what we shall see
(On Blueberry Hill)
I'll bring my horn with me
(When I found you)
I'll be with you where berries are blue
(The moon stood still)
Each afternoon we'll go
(On Blueberry Hill)
Higher than the moon we'll go
(And lingered until)
Then, to a weddin' in June we'll go
(My dreams came true)
The wind in the willow played
(Do you really love me)
Love's sweet melody
(As I love you?)
But all of those vows we made
(Will you still remember)
Were never to be
(When the night is through?)
Though we're apart you're part of me still
For you were my thrill on Blueberry Hill"
Louis Armstrong,"Bill Bailey, Won’t You Please Come Home","I've moaned the whole night long
I'll do the cookin', honey, I'll pay the rent
I know I done you wrong
You remember that rainy evenin'
I threw you out....with nothin' but a fine tooth comb
Ya, I know I'm to blame, now... ain't it a shame
Bill bailey, won't you please come home
Won't you come home, bill bailey, won't you come on home
I've moaned that whole day long
I'll do all the cookin' honey, I'll even pay the rent
I know, that I have done you, oh so, wrong
You remember that rainy evenin'
I throwed you out, with nothin but a fine tooth comb
I know I'm to blame, now... ain't it a shame
So baby, won't you please come
I said now, won't you please come
Bill bailey, won't you please.... come on home"
Louis Armstrong,(I’ll Be Glad When You’re Dead) You Rascal You,"I'll be glad when you're dead, you rascal you, oh yeah
Well I let into my home, you gonna leave my woman alone
I'll be glad when you're dead, you rascal you
Now I'll be glad when you die, you rascal you, uh-huh
I'll be glad, oh I'll be tickled to death when you leave this earth it's true, oh yeah
When you're lyin' down six feet deep, no more fried chicken will you eat
I'll be glad when you're dead, you rascal you, oh yeah
Ah, you just ain't no good! oh, you dog
Now listen here, I'll be glad when you're dead, you rascal you, uh-huh
I'll be glad when you're dead, you rascal you, oh yeah
I'll be standin' on the corner high, when they drag your body by
I'll be glad when you're dead, you know I'm gonna be so happy when you're gone you dog
I'll be glad when you're dead, you rascal you"
Louis Armstrong,Chloe (Song of the Swamp),"Chloe! Chloe!
Someone's calling, no reply
Nightshade's falling, hear him sigh
Chloe! Chloe!
Empty spaces meet his eyes
Empty arms outstretched, he's crying
Through the black of night
I've got to go where you are
If it's wrong or right
I've got to go where you are
I'll roll through the dismal swamplands
Searching for you
'Cause if you are there
Let me be there too
Through the smoke and flame
I've got to go where you are
For no place could be too far
Where you are
Ain't no chains can bind you
If you live, I'll find you
Love is calling me
I've got to go where you are
(Louie! Louie!) What's that?
(Louie!) Somebody called my name?
Is that you honey? (Louie!)
I believe that I hear love calling me
I've got to go where you are"
Louis Armstrong,When It’s Sleepy Time Down South,"Now the pale moon's shining on the fields below
The folks are crooning soft and low
You needn't tell me, boy, because I know, yes
When it's sleepy time down south
Yes, the soft wind blowing through the pinewood trees
The folks down there live a life of ease
When old mammy falls on her knees, yes
When it's sleepy time down south
Yes, steamboats on the river coming and going
Splashing the night away
You hear those banjos ringing and the folks are singing
And they dance 'til the break of day, yes
Dear old southland with his dreamy song
You take me back where I belong
Right in my mammy's arms
Yes, good evening everybody, good evening, hahahaha"
Louis Armstrong,Dream A Little Dream Of Me,"Yes, stars shining bright above you
Night breezes seem to whisper ""I love you""
Birds singing in the sycamore trees
Dream a little dream of me, yes
Say ""nighty-night"" and kiss me
Just hold me tight and tell me you'll miss me
While I'm alone and blue as can be
Dream a little dream of me
Stars fading but I linger on dear
Still craving your kiss
I'm longin' to linger till dawn dear
Just saying this, yes
Sweet dreams till sunbeams find you
Sweet dreams that leave all worries behind you
But in your dreams, whatever they be
Dream a little dream of me, yeah
Yes, stars fading but I linger on dear
Still craving your kiss
I'm longin' to linger till dawn dear
Just saying this, yes
Sweet dreams till sunbeams find you
Sweet dreams that leave all worries behind you
But in your dreams, whatever they be
Dream a little dream of me, yes
Dream a little dream of me"
Louis Armstrong,I Ain’t Got Nobody,"Yes, I ain't got nobody, baby
And there's nobody cares for me
Mm, I'm so sad and lonely, baby, yeah
Won't someone take a chance with me?
I'll sing my love song, I sing it all the time
Won't some of you hot mama's run here and sorta just be mine?
Yes I, I ain't got nobody, baby, yes
Baby, nobody, nobody cares for me"
Louis Armstrong,Swing That Music,"My heart gives a chil
I feel such a thrill
My feet won't keep still
When they swing that music
Rythm like that puts me in a trance
Oh you can't blame me for wanting to dance
From what I understand
It must be just grand
To play in a band
When they swing that music
Oh I'm as happy as can be
When they swing that music for me
With my eyes I can see
All of the glee
The bees in the knees
When they swing that music
Rythm like that don't do nothing but make me smile
Oh you can't blame me if I'm gone for a while
From what has been said
I'm getting ahead
I'll swing you to bed
Once they've swung that music
Oh I'm as happy as can be
When you swing that music with me
My head feels a buzz
A reason there was
I feel buzz because
They're swinging that music
Rythm like that sends me up the wall
Oh you can't blame me if I don't wanna fall
From what I have heard
It must mean the world
To dance with that girl
When they swing that music
Oh I'm happy as can be
When you swing that music with me"
Louis Armstrong,It Don’t Mean A Thing,"If it ain't possessin' something sweet?
Nah, it ain't the melody and it ain't the music
There's something else that makes this tune complete
Yes, it don't mean a thing, if it ain't got that swing
Well, it don't mean a thing, all you got to do is sing
It makes no difference if it's sweet or hot
Just give that rhythm everything you got
Yes, it don't mean a thing, if it ain't got that swing
It don't mean a thing, don't mean a thing if it ain't got that swing
I said, it don't mean a thing, if it ain't got that swing
Nah, it makes no difference if it's sweet or hot
Just give that rhythm everything you got
Don't mean a thing, boy, if it ain't that a swing"
Louis Armstrong,Moon River,"Moon river, wider than a mile
I'm crossing you in style someday
Oh, dream maker, you heartbreaker
Wherever you are goin', I'm goin' your way
Two drifters, off to see the world
There's such a lot of world to see
We're after the same rainbow's end, waitin' 'round the bend
My huckleberry friend, moon river, and me"
Louis Armstrong,The Bare Necessities,"The simple bare necessities
Forget about your worries and your strife
I mean the bare necessities
Of mother nature's recipies
That bring the bare necessities of life
Wherever I wander, wherever I roam
I can't be fonder of my big home
The bees are buzzing in the trees
To make some honey just for me
You look under the rocks and plants
And take a glance at the fancy ants
Then maybe try a few
The bare necessities of life will come to you
Look for the bare necessities
The simple bare necessities
Forget about your worries and your stife
I mean the bare necessities
That's why a bear can rest at ease
With just the bare necessities of life
So just relax, yeah
In my backyard
If you act like that bee acts
You're workin' too hard
Don't spend your time, just lookin' around
For something you want, can't be found
You find out you can live without it
And go along, not thinkin' about it
I'll tell you something true
The bare necessities of life will come to you
They'll come to you, they'll come to you
They'll come to you, oh yes"
Louis Armstrong,Someday (You’ll Be Sorry),"The way you treated me was wrong
I was the one who taught you all you know
Your friends have told you to make me sing another song
So good luck may be with you
And for the future have no fears
There won't be another to treat you like a brother
Someday you'll be sorry dear"
Louis Armstrong,Dummy Song,"I'll take the arms from some old chair
I'll take the neck from some old bottle
And from a horse I'll take the hair
I'll take the hands and face from some old clock
And baby, when I'm through
I'll get more loving from the dum, dum, dummy
Than I ever got from you
Get me some legs, get me a chair
And a bottle, too
Give me a horse, give me some time
And baby, when I'm through
I'll take the legs from some old table
I'll take the arms from some old chair
I'll take the neck from some old bottle
And from a horse I'll take the hair
I'll take the hands and face from some old clock
And baby, when I'm through
I'll get more loving from the dum, dum, dummy
Than I ever got from you
I get more loving
From that dum, dum, dummy
Than I've ever gotten from you
Yeah, mama, get more loving
From a dummy than I get from you"
Louis Armstrong,Azalea,"It was such a fine spring day
Down Lou'siana way
With fragrance divine, baby
And such magnificent regalia
Oh, so fine, Azalea
Oh what a lovely sight
In red, pink and white
Can't help but believe, mmm
That nothing evil can assail ya
So naïve, Azalea
You're at ease on the knees
Of the moss covered trees
Whose tops met to make a high ceiling
In the church-like pomp
Of a cypress swamp
I've yet to get that same strange feeling
I've got to go back there
And find that blossom fair
I'll always dream of
'Cause with you who could be a failure?
My first love, Azalea
Mmm, I've got to go back there
And find that blossom fair
I'll always dream of
'Cause with you who could be a failure?
My first love, my very first love, Azalea"
Louis Armstrong,We Shall Overcome,"We shall overcome someday;
Oh, deep in my heart, I do believe
We shall overcome someday
The Lord will see us through, The Lord will see us through
The Lord will see us through someday;
Oh, deep in my heart, I do believe
We shall overcome someday
We're on to victory, We're on to victory
We're on to victory someday;
Oh, deep in my heart, I do believe
We're on to victory someday
We'll walk hand in hand, we'll walk hand in hand
We'll walk hand in hand someday;
Oh, deep in my heart, I do believe
We'll walk hand in hand someday
We are not afraid, we are not afraid
We are not afraid today;
Oh, deep in my heart, I do believe
We are not afraid today
The truth shall set us free , the truth shall set us free
The truth shall set us free someday;
Oh, deep in my heart, I do believe
The truth shall set us free someday
We shall live in peace, we shall live in peace
We shall live in peace someday;
Oh, deep in my heart, I do believe
We shall live in peace someday"
Louis Armstrong,When You Wish Upon A Star,"Makes no difference who you are
Anything your heart desires
Will come to you
If your heart is in your dreams
No request is to extreme
When you wish upon a star
As dreamers do
Fate is kind
She brings to those who love
As sweet fulfillment of their secret drowns
Like a bolt out of the blue
Fate steps in and see's you through
Moma when you wished upon a star
Your dreams come true
Fate is kind
She brings to those who love
As sweet fulfillment of their secret drowns
Like a bolt out of the blue
Fate steps in and see's you through
Baby when you wish upon a star
Your dreams come true
When you wished upon a star
Makes no difference who you are
Your dreams come true"
Louis Armstrong,Spooks!,"The other night, about twelve o'clock
I thought I'd go downstairs just to check the lock
When I heard something in the house
I don't mean a mouse
I swear they were spooks, spooks, spooks
I know they were spooks, spooks, spooks, spooks
I couldn't move, just stood and stared
I never was so scared
The first spook spoke and I heard him speak
He said, ""What say I go make the back door squeak?""
Oh he would tease the cat and hound the pup
And raise our spirits up
Oh lordy, them spooks, spooks, spooks
Those scary old spooks, spooks, spooks, spooks
You don't have to take my word
But I heard what I heard
The next spook spoke, he said, ""Suppose we make
The faucets drip and make the shutters shake
You let me know just what you want
This is my favourite haunt""
Beware of them spooks, spooks, spooks
Them mischevous spooks, spooks, spooks, spooks
I ain't spoofing, man I mean
That I seen what I seen
A big spook spoke, he said, ""Spike, my son,"" he said
""I'll show you how to scare up some fun
But next time when you wail, see here
You make it loud and clear""
Watch out for them spooks, spooks, spooks
Oh them nasty old spooks, spooks, spooks, spooks
Maybe you don't think it's so
But I knew what I knew
The last spook turned to his spouse and frowned
Said, ""I thought I'd told you to wait in the ground
But you look awful cute tonight
In fact, you look a fright""
He's talking 'bout spooks, spooks, spooks
Real genuine spooks, spooks, spooks, spooks
Oh, you stop putting up your dukes
You just can't fight with them spooks
I'm getting outta here, man
I don't dig this jive, no
Wait for us, wait for us, wait for us, wait for us"
Louis Armstrong,Down by The Riverside,"Down by the riverside
Down by the riverside
Down by the riverside
I'm gonna lay down my sword and shield
Down by the riverside
I'm gonna study, study, war no more
I ain't gonna study war no more
Ain't gonna study war no more
I ain't gonna study war no more
I ain't gonna study war no more
Ain't gonna study war no more
I ain't gonna study war no more
I'm gonna lay down my heavy load
Down by the riverside
Down by the riverside
Down by the riverside
I'm gonna lay down my heavy load
Down by the riverside
Gonna study war no more
I ain't gonna study war no more
Ain't gonna study war no more
I ain't gonna study war no more
I ain't gonna study war no more
Ain't gonna study war no more
I ain't gonna study war no more
Ain't gonna study war no more
Ain't gonna study war no more
Ain't gonna study war no more
Ain't gonna study war no more
Ain't gonna study war no more
Ain't gonna study war no more
Yes, laid down
Down by the riverside
Down by the riverside
Down by the riverside
I'm gonna lay down my heavy load
Down by the riverside
God is tiding on no more
No more"
Louis Armstrong,Sweet Georgia Brown,1 ContributorSweet Georgia Brown LyricsThis song is an instrumental
Louis Armstrong,Heebie Jeebies,"(Whatcha doing with the Heebies?)
Man, I have to have the Heebies
Yes, I got the Heebies, I mean the Jeebies
Talking about, oh, the Heebie Jeebies
Oh, most insane, hust over that strain
If you don't know it, you oughta learn it
Don't feel blue, someone will teach you
Come on now, let's do that dance
They call the Heebie Jeebies dance
Oh boy, Jeebies dance
(Scat singing)
Oh yes
Don't you know it, someone will teach you
Boy, come on down and do that dance
They call the Heebie Jeebies
Take it Trummy, chops
Man, got the Heebies
(Whatcha doing with the Heebies?)
Man, I got to have the Heebies"
Louis Armstrong,Let’s Do It,"When the little blue bird who has never said a word
Starts to sing, ""Spring, spring""
When the little blue bell in the bottom of the dell
Starts to ring, ""Ting, ting""
When the little blue clerk in the middle of his work
Starts the tune to the moon up above
It is nature, that's all
Simply telling us to fall in love, oh yes
And that's why birds do it, bees do it
Even educated fleas do it
Let's do it, let's fall in love
In Spain, the best upper sets do it
Lithuanians and Letts do it
Let's do it, mama, let's fall in love
Oh, the dutch in old Amsterdam do it
Not to mention the Finns
Folks in Siam do it
Just think of the Siamese twins
Some Argentines without means do it
People say in Boston even beans do it, mmm
Let's do it, let's fall in love
Oh romantic sponges, they say, ""Do it""
Oysters down in oyster bay do it
Let's do it, let's fall in love
Cold cape cod clams 'gainst their wish do it
Even lazy jellyfish do it
Let's do it, mama, let's fall in love
Electric eels I might add do it
Though it shocks them I know
Why ask if shad do it
Waiter bring me shad roe
In shallow shoals English soles do it
Goldfish in the privacy of bowls do it
Let's do it, let's fall in love
Oh, dragonflies in the reeds do it
Sentimental centipedes do it, yes
Let's do it, mama, let's fall in love, (scat)
Mosquitos, heaven forbid, do it
So does every katydid do it
Oh, let's do it, mama, let's fall in love
The most refined ladybugs do it
When a gentleman calls
Moths in your rugs do it
Well looka here, what's the use of balls? Mmm
Locusts in the trees do it, why, even the bees do it
Even over-educated fleas do it
Let's do it, let's fall in love
I said, the chimpanzees in the zoo do it
Some courageous kangaroos do it
Let's do it, mama, let's fall in love, oh, fall in love
I'm sure giraffes on the sly do it
Heavy hippopotami do it
Let's do it, mama, let's fall in love
Oh, sloths who hang down from the twigs do it
Though the effort is great, yes
Sweet guinea pigs do it
Buy a couple and wait!
Now, the world admits bears in pits do it
Even Pekingeses in the Ritz do it
Let's do it, mama, let's fall in love"
Louis Armstrong,Cool Yule,"From Coney Island to the Sunset Strip
Somebody's gonna make a happy trip
Tonight
While the moon is bright
He's gonna have a bag of crazy toys
To give the groanies of the girls and boys
So dig
Santa comes on big
He'll come a-callin' when the snow's the most
When all you cats are sleepin' warm as toast
And you gonna flip when Old Saint Nick
Lays a lick on a peppermint stick
He'll come a-flyin' from a higher place
And fill the stocking by the fireplace
So you'll
Have a yule that's cool
Yeah, from Coney Island to the Sunset Strip
Somebody's gonna make a happy trip
Tonight
While the moon is bright
He's gonna have a bag of crazy toys
To give the groanies of the girls and boys
So dig
Santa comes on big
Come a-callin' when the snow's the most
Cats are sleepin' warm as toast
And you gonna flip when the Old Saint Nick
Lays a lick on a peppermint stick
He'll come a-flyin' from the higher place
Fill the stockings by the fireplace
So you'll
Have a yule that's cool
Have a yule that's cool
Yeah, cool yule"
