artist,title,lyrics
Frank Sinatra,I’ve Got the World on a String,"I've got the world on a string
Sitting on a rainbow
Got the string around my finger
What a world, what a life, I'm in love
I've got a song that I sing
I can make the rain go
Anytime I move my finger
Lucky me, can't you see, I'm in love
Life is a beautiful thing
As long as I hold the string
I'd be a silly so-and-so
If I should ever let it go
I've got the world on a string
Sitting on a rainbow
Got the string around my finger
What a world, what a life, I'm in love
Life is a beautiful thing
As long as I hold the string
I'd be a silly so-and-so
If I should ever let it go
I got the world on a string
Sitting on a rainbow
Got the string around my finger
What a world
And this is the life
Hey now
I'm so in love"
Frank Sinatra,Moonlight In Vermont,"Pennies in a stream
Falling leaves a sycamore
Moonlight in Vermont
Icy finger waves
Ski trails on a mountain side
Snowlight in Vermont
Telegraph cables, they sing down the highway
And travel each bend in the road
People who meet in this romantic setting
Are so hypnotized by the lovely
Evening summer breeze
Warbling of the meadowlark
Moonlight in Vermont
Telegraph cables, they sing down the highway
And travel each bend in the road
People who meet in this romantic setting
Are so hypnotized by the lovely
Evening summer breeze
The warbling of a meadowlark
Moonlight in Vermont
Moonlight in Vermont
Moonlight in Vermont"
Frank Sinatra,Wave,"So close your eyes, for that's a lovely way to be
Aware of things your heart alone was meant to see
The fundamental loneliness goes whenever two can dream a dream together
You can't deny, don't try to fight the rising sea
Don't fight the moon, the stars above and don't fight me
The fundamental loneliness goes whenever two can dream a dream together
When I saw you first the time was half past three
When your eyes met mine it was eternity
By now we know the wave is on its way to be
Just catch the wave, don't be afraid of loving me
The fundamental loneliness goes whenever two can dream a dream together
When I saw you first the time was half past three
When your eyes met mine it was eternity
By now we know the wave is on its way to be
Just catch that wave, don't be afraid of loving me
The fundamental loneliness goes whenever two can dream a dream together
Together
Together"
Frank Sinatra,Pennies from Heaven,"Every time it rains
It rains pennies from heaven
Don't you know each cloud contains
Pennies from heaven?
You'll find your fortune's fallin'
All over the town
Be sure that your umbrella
Is upside down
Trade them for a package of
Sunshine and flowers
If you want the things you love
You must have showers
So, when you hear it thunder
Don't run under a tree
There'll be pennies from heaven
For you and me
Trade them for a package of
Sunshine and flowers
If you want the things you love
You must have showers
So when you hear it thunder
Don't run under a tree
There'll be pennies from heaven
For you and me"
Frank Sinatra,My Kind of Town,"Now this could only happen to a guy like me
And only happen in a town like this
So may I say to each of you most gratefully
As I throw each one of you a kiss, this is...
My kind of town, Chicago is
My kind of town, Chicago is
My kind of people, too
People who smile at you
And each time I roam, Chicago is
Calling me home, Chicago is
Why I just grin like a clown
It's my kind of town
My kind of town, Chicago is
My kind of town, Chicago is
My kind of razzmatazz
And it has all that jazz
And each time I leave, Chicago is
Tuggin' my sleeve, Chicago is
The Wrigley Building, Chicago is
The Union Stockyard, Chicago is
One town that won't let you down
It's my kind of town!"
Frank Sinatra,Brazil,"Brazil, where hearts were entertaining June
We stood beneath an amber moon
And softly murmured ""Someday soon""
We kissed and clung together
Then, tomorrow was another day
The morning found me miles away
With still a million things to say
Now, when twilight dims the skies above
Recalling thrills of our love
There's one thing I'm certain of
Return, I will, to old Brazil
Then, tomorrow was another day
The morning found me miles away
With still a million things to say
Now, when twilight dims the sky above
Recalling thrills of our love
There's one thing that I'm certain of
Return, I will, to old Brazil
That old Brazil
Man, it's old in Brazil
Brazil, Brazil"
Frank Sinatra,The Nearness of You,"It's not the pale moon that excites me
That thrills and delights me, oh no
It's just the nearness of you
It isn't your sweet conversation
That brings this sensation, oh no
It's just the nearness of you
When you're in my arms and I feel you so close to me
All my wildest dreams come true
I need no soft lights to enchant me
If you'll only grant me the right
To hold you ever so tight
And to feel in the night the nearness of you"
Frank Sinatra,The Coffee Song,"Coffee beans grow by the billions
So they've got to find those extra cups to fill
They've got an awful lot of coffee in Brazil
You can't get cherry soda
Cause they've got to fill that quota
And the way things are I'll bet they never will
They've got a zillion tons of coffee in Brazil
No tea or tomato juice
You'll see no potato juice
The planters down in Santos all say no no no
The politician's daughter
Was accused of drinking water
And was fined a great big fifty dollar bill
They've got an awful lot of coffee in Brazil
You date a girl and find out later
She smells just like a percolator
Her perfume was made right on the grill
Why they could percolate the ocean in Brazil
And when their ham and eggs need savor
Coffee ketchup gives 'em flavor
Coffee pickles way outsell the dill
Why they put coffee in the coffee in Brazil
No tea or tomato juice
You'll see no potato juice
The planters down in Santos all say no no no
So your lead to the local color
Serving coffee with a cruller
Dunking doesn't take a lot of skill
They've got an awful lot of coffee in Brazil"
Frank Sinatra,I’ve Got a Crush on You,"How glad the many millions of Annabelles and Lillians
Would be to capture me
But you had such persistence, you wore down my resistance
I fell and it was swell
I'm your big and brave and handsome Romeo
How I won you, I shall never, never know
It's not that you're attractive, but, oh, my heart grew active
When you came into view
I've got a crush on you, sweetie pie
All the day and nighttime, hear me sigh
I never had the least notion
That I could fall with so much emotion
Could you coo, could you care
For a cunning cottage that we could share?
The world will pardon my mush
'Cause I have got a crush on you, my baby, on you"
Dean Martin,That’s Amore,"(In Napoli where love is king)
(When boy meets girl)
(Here's what they say)
When the moon hits your eye
Like a big pizza pie, that's amore
When the world seems to shine
Like you've had too much wine, that's amore
Bells will ring, ting-a-ling-a-ling
Ting-a-ling-a-ling and you'll sing, ""Vita bella""
Hearts will play tippy-tippy-tay
Tippy-tippy-tay like a gay tarantella
When the stars make you drool
Just like a pasta e fasule, that's amore
When you dance down the street
With a cloud at your feet, you're in love
When you walk in a dream
But you know, you're not dreaming, signore
Scusami, but you see
Back in old Napoli, that's amore
(When the moon hits your eye)
(Like a big pizza pie, that's amore) That's amore
(When the world seems to shine)
(Like you've had too much wine, that's amore) That's amore
(Bells will ring ting-a-ling-a-ling)
(Ting-a-ling-a-ling and you'll sing, ""Vita bella, vita bella, vita bella"")
(Hearts will play tippy-tippy-tay)
(Tippy-tippy-tay like a gay tarantella) Lucky fella
When the stars make you drool
Just like a pasta e fasule, that's amore (That's amore)
When you dance down the street
With a cloud at your feet, you're in love
When you walk in a dream
But you know, you're not dreaming, signore
Scusami, but you see
Back in old Napoli, that's amore
(Amore) That's amore"
Dean Martin,"Baby, It’s Cold Outside","I really can't stay (But, baby, it's cold outside)
I've got to go away (But, baby, it's cold outside)
This evening has been (Been hoping that you'd drop in)
So very nice (I'll hold your hands, they're just like ice)
My mother will start to worry (Beautiful, what's your hurry?)
My father will be pacing the floor (Listen to the fireplace roar)
So, really, I'd better scurry (Beautiful, please don't hurry)
But maybe just a half a drink more (Put some records on while I pour)
The neighbors might think (Baby, it's bad out there)
Say, what's in this drink? (No cab's to be had out there)
I wish I knew how (Your eyes are like starlight now)
To break this spell (I'll take your hat, your hair looks swell)
I ought to say, ""No, no, no, sir"" (Mind if I move in closer?)
At least I'm gonna say that I tried (What's the sense of hurtin' my pride?)
I really can't stay
(Oh, baby, don't hold out)
Baby, it's cold outside
I simply must go (But, baby, it's cold outside)
The answer is no (But, baby, it's cold outside)
Your welcome has been (How lucky that you dropped in)
So nice and warm (Look out the window at the storm)
My sister will be suspicious (Gosh your lips look delicious)
My brother will be there at the door (Waves upon the tropical shore)
My maiden aunt's mind is vicious (Gosh your lips are delicious)
But maybe just a cigarette more (Never such a blizzard before)
I've gotta get home (But, baby, you'd freeze out there)
Say, lend me a coat (It's up to your knees out there)
You've really been grand (I thrill when you touch my hand)
But don't you see? (How can you do this thing to me?)
There's bound to be talk tomorrow (Think of my lifelong sorrow)
At least there will be plenty implied (If you got pneumonia and died)
I really can't stay
(Get over that cold out)
Baby, it's cold
Baby, it's cold outside"
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,"Oh, the weather outside is frightful
But the fire is so delightful
And since we've no place to go
Let it snow, let it snow, let it snow
Man, it doesn't show signs of stopping
And I've brought me some corn for popping
The lights are turned way down low
Let it snow, let it snow
When we finally kiss goodnight
How I'll hate going out in the storm
But if you really hold me tight
All the way home I'll be warm
And the fire is slowly dying
And, my dear, we're still goodbyeing
But as long as you love me so
Let it snow, let it snow, and snow
When we finally kiss goodnight
How I'll hate going out in the storm
But if you really grab me tight
All the way home I'll be warm
Oh, the fire is slowly dying
And, my dear, we're still goodbyeing
But as long as you love me so
Let it snow, let it snow, let it snow"
Dean Martin,Volare (Nel Blu Dipinto Di Blu),"Volare, oh oh
Cantare, oh oh oh oh
Let's fly way up to the clouds
Away from the maddening crowds
We can sing in the glow of a star that I know of
Where lovers enjoy peace of mind
Let us leave the confusion and all disillusion behind
Just like birds of a feather, a rainbow together we'll find
Volare, oh oh
E cantare, oh oh oh oh
No wonder my happy heart sings
Your love has given me wings
Penso che un sogno cosi non ritorni mai più
Mi dipingevo le mani e la faccia di blu
Poi d'improvviso venivo dal vento rapito
E incominciavo a volare nel cielo infinito
Volare, oh oh
E cantare, oh oh oh oh
Nel blu, dipinto di blu
Felice di stare lassù
E volavo, volavo felice piu in alto del sole ed ancora piu sù
Mentre il mondo pian piano spariva lontano laggiù
Una musica dolce suonava soltanto per me
Volare, oh oh
E cantare, oh oh oh oh
No wonder my happy heart sings
Your love has given me wings
Nel blu, dipinto di blu
Felice di stare lassù"
Dean Martin,Ain’t That a Kick in the Head,"How lucky can one guy be
I kissed her and she kissed me
Like the fella once said, ""Ain't that a kick in the head?""
The room was completely black
I hugged her and she hugged back
Like the sailor said, quote, ""Ain't that a hole in the boat""
My head keeps spinning
I go to sleep and keep grinning
If this is just the beginning
My life is gonna be beautiful
I've sunshine enough to spread
It's just like the fella said
Tell me quick, ain't love like a kick in the head?
Like the fella once said, “Ain't that a kick in the head?”
Like the sailor said, quote, ""Ain't that a hole in the boat?""
My head keeps spinning
I go to sleep and keep grinning
If this is just the beginning
My life is gonna be beautiful
She's telling me we'll be wed
She's picked out a king size bed
I couldn't feel any better or I'd be sick
Tell me quick, oh, ain't love a kick?
Tell me quick, ain't love a kick in the head?"
Dean Martin,Mambo Italiano,"A boy went back to Napoli
Because he missed the scenery
The native dances and the charming songs
But wait a minute
Something's wrong!
'Cause now it's
Hey mambo, mambo Italiano
Hey mambo, mambo Italiano
Go go go, you mixed up Siciliano
All you Calabrese do the mambo like-a crazy with the
Hey mambo, don't wanna tarantella
Hey mambo, no more mozzarella
Hey mambo, mambo Italiano
Try an enchilada with a fish baccala
Hey goomba I love how you dance the rumba
But take some advice paisano learn-a how to mambo
If you're gonna be a square you ain't-a gonna go nowhere
Hey mambo, mambo Italiano
Hey, hey mambo, mambo Italiano
Go, go Joe, shake like a Giovanno
E lo che se dice you get happy in the feets-a when you
Mambo Italiano
Hey chadrool you don't-a have to go to the school
Just make it with a big bambino
It's like Vino
Kid you good-a looking but you don't-a know what's cooking 'til you
Hey mambo, mambo Italiano
Hey, hey mambo, mambo Italiano
Ho ho ho, you mixed up Siciliano
E lo che se dice you get happy in the feets-a when you
Mambo Italiano"
Dean Martin,Sway (Quien Sera),"When marimba rhythms start to play
Dance with me, make me sway
Like a lazy ocean hugs the shore
Hold me close, sway me more
Like a flower bending in the breeze
Bend with me, sway with ease
When we dance you have a way with me
Stay with me, sway with me
Other dancers may be on the floor
Dear, but my eyes will see only you
Only you have the magic technique
When we sway I go weak
I can hear the sound of violins
Long before it begins
Make me thrill as only you know how
Sway me smooth, sway me now
Other dancers may be on the floor
Dear, but my eyes will see only you
Only you have the magic technique
When we sway I go weak
I can hear the sound of violins
Long before it begins
Make me thrill as only you know how
Sway me smooth, sway me now
You know how
Sway me smooth, sway me now"
Dean Martin,Sway,"Dance with me, make me sway
Like a lazy ocean hugs the shore
Hold me close, sway me more
Like a flower bending in the breeze
Bend with me, sway with ease
When we dance you have a way with me
Stay with me, sway with me
Other dancers may be on the floor
Dear, but my eyes will see only you
Only you have the magic technique
When we sway I go weak
I can hear the sounds of violins
Long before it begins
Make me thrill as only you know how
Sway me smooth, sway me now
Other dancers may be on the floor
Dear, but my eyes will see only you
Only you have the magic technique
When we sway I go weak
I can hear the sounds of violins
Long before it begins
Make me thrill as only you know how
Sway me smooth, sway me now
You know how
Sway me smooth, sway me now"
Dean Martin,Everybody Loves Somebody,"Everybody loves somebody sometime
Everybody falls in love somehow
Something in your kiss just told me
My sometime is now
Everybody finds somebody someplace
There's no telling where love may appear
Something in my heart keeps saying
My someplace is here
If I had it in my power
I'd arrange for every girl to have your charms
Then every minute, every hour
Every boy would find what I found in your arms
Everybody loves somebody sometime
And although my dream was overdue
Your love made it well worth waiting
For someone like you
If I had it in my power
I would arrange for every girl to have your charms
Then every minute, every hour
Every boy would find what I found in your arms
Everybody loves somebody sometime
And although my dream was overdue
Your love made it well worth waiting
For someone like you
Everybody loves somebody sometime"
Dean Martin,On An Evening In Roma,"Comè bella cè la luna brille è strette
Strette comè tutta bella a passeggiar
Sotto il cielo di Roma
Down each avenue or via, street or strada
You can see 'em disappearing two by two
On an evening in Roma
Do they take 'em for espresso?
Yeah, I guess so
On each lover's arm, a girl I wish I knew
On an evening in Roma
Though there's grinning and mandolining in sunny Italy
The beginning has just begun when the sun goes down
So please meet me in the plaza near your casa
I am only one and that is one too few
On an evening in Roma
Don't know what the country's coming to
But in Rome, do as the Romans do
Will you, on an evening in Roma?
(Though there's grinning and mandolining in sunny Italy)
(The beginning has just begun when the sun goes down)
Como e' bella ce' la luna brille e' strette
Strette como e' tutta bella a passeggiare
Sotto il cielo di Roma
Don't know what the country's coming to
But in Rome, do as the Romans do
Will you, on an evening in Roma?
Sottèr celo de Roma
On an evening in Roma"
Dean Martin,Side by Side,"Side by side
Oh, we ain't got a barrel of money
Maybe we're ragged and funny
But we'll travel along singing a song
Side by side
We don't know what's coming tomorrow
Maybe it's trouble and sorrow
But we'll travel the road sharing our load
Side by side
Through all kinds of weather
What if the sky should fall
As long as we're together
It doesn't matter at all
When they've all had their quarrels and parted
We'll be the same as we started
Just to travel along singing a song
Side by side
When they've all had their quarrels and parted
We'll be the same as we started
Just to travel along singing a song
Side by side
Side by side"
Dean Martin,‘A’ You’re Adorable,"A, you're adorable
B, you're so beautiful
C, you're a cutie, full of charm
D, you're a darling
And E, you're exciting
And F, you're a feather in my arm
G, you look good to me
And H, you're so heavenly
I, you're the one I idolize
J, we're like Jack and Jill
K, you're so kissable
L, is the love-light in your eyes
M, N, O, P
I could go on all day
Q, R, S, T
Alphabetically speaking, you're okay
And U made my life complete
And V means you're very sweet
W, X, Y, Z
It's fun to wander through
The alphabet with you
To tell you what you mean to me
M, N, O, P
I could go on all day
Q, R, S, T
Alphabetically speaking, you're okay
Well, U made my life complete
And V means you're very sweet
W, X, Y, Z
It's fun to wander through
The alphabet with you
To tell you what you mean to me"
Dean Martin,A Marshmallow World,"It's a marshmallow world in the winter
When the snow comes to cover the ground
It's time for play, it's a whipped cream day
I wait for it the whole year around
Those marshmallow clouds being friendly
In the arms of the evergreen trees
And the sun is red like a pumpkin head
It's shining so your nose won't freeze
Oh, the world is your snowball, see how it grows
That's how it goes whenever it snows
The world is your snowball just for a song
Get up and roll it along
Oh, it's a yum yummy world made for sweethearts
Take a walk with your favorite girl
It's a sugar date, but if spring is late
In winter it's a marshmallow world
It's a marshmallow world in the winter
When the snow comes to cover the ground
It's time for play it's a whipped cream day
I wait for it the whole year around
Those marshmallow clouds being friendly
In the arms of the evergreen trees
And the sun is red like a pumpkin head
It's shining so your nose won't freeze
Oh, the world is your snowball, see how it grows
That's how it goes whenever it snows
The world is your snowball just for a song
Get up and roll it along
It's a yum yum world made for sweethearts
Take a walk with your favorite girl
It's a sugar date, but if spring is late
In winter it's a marshmallow world"
Dean Martin,Silver Bells,"City sidewalks, busy sidewalks, dressed in holiday style
In the air there's a feeling of Christmas
Children laughing, people passing, meeting smile after smile
And on every street corner you hear
Silver bells (Silver bells), silver bells (Silver bells)
It's Christmas time in the city
Ring-a-ling (Ring-a-ling), hear them ring (Hear them ring)
Soon it'll be Christmas Day
(Strings of street lights, even stop lights, blink a bright red and green)
As the shoppers rush home with their treasures
(Hear the snow crush, see the kids bunch, this is Santa's big scene)
And above all this bustle you hear
(Silver bells) Silver bells, (Silver bells) silver bells
It's Christmas time in the city
Ring-a-ling (Ring-a-ling), hear them ring (Hear them ring)
Soon it'll be Christmas Day
Silver bells, silver bells, silver, silver bells"
Dean Martin,Return To Me,"Return to me
Oh my dear I'm so lonely
Hurry back, hurry back, oh my love
Hurry back, I'm yours
Return to me
For my heart wants you only
Hurry home, hurry home
Won't you please hurry home to my heart?
My darling
If I hurt you I'm sorry
Forgive me
And please say you are mine
Return to me
Please come back bella mia
Hurry back, hurry home to my arms
To my lips and my heart
Return to me, return to me
Ritorna me
Cara mia ti amo
Solo tu, solo tu, solo tu
Solo tu, mi amor
Return to me"
Dean Martin,You’re Nobody ’Til Somebody Loves You,"You're nobody til somebody cares
You may be king, you may possess the world and its gold
But gold won't bring you happiness when you're growing old
The world still is the same, you never change it
As sure as the stars shine above
You're nobody til somebody loves you
So find yourself somebody to love
The world still is the same, you never change it
As sure as the stars shine above
Well, you're nobody til somebody loves you
So find yourself somebody to love"
Dean Martin,"My Rifle, My Pony and Me","The cattle go down to the stream
The redwing settles in the nest
It's time for a cowboy to dream
Purple light in the canyons
That's where I long to be
With my three good companions
Just my rifle, pony and me
Gonna hang (gonna hang) my sombrero (my sombrero)
On the limb (on the limb) of a tree (of a tree)
Comin' home (comin' home) sweetheart darlin' (sweetheart darlin')
Just my rifle, pony and me
Just my rifle, my pony and me
(Whippoorwill in the willow
Sings a sweet melody
Riding to Amarillo)
Just my rifle, pony and me
No more cows (no more cows) to be ropened (to be ropened)
No more strays will I see
Round the bend (round the bend) she'll be waitin' (she'll be waitin')
For my rifle, pony and me
For my rifle, my pony and me"
Dean Martin,"Rudolph, The Red-Nosed Reindeer","Rudolph
Rudolph
Rudolph the Red-Nosed Reindeer
Had a very shiny nose
And if you ever saw it
You would even say it glows
All of the other reindeer
Used to laugh and call him names
They never let poor Rudy
Join in any reindeer games
Then, one foggy Christmas Eve
Santa came to say
""Rudolph with your nose so bright
Won't you guide my sleigh tonight?""
Then, how the reindeer loved him
As they shouted out with glee
""Rudy the Red-Nosed Reindeer
You'll go down in history""
Rudolph the Red-Nosed Reindeer
Had a very shiny nose
And if you ever saw it
You would even say it glows
All of the other reindeer
Used to laugh and call him names
They never let poor Rudolph
Join in any reindeer games
Then, one foggy Christmas Eve
Santa came to say
""Rudolph mit your nose so bright
Won't you guide mein sleigh tonight?""
Then how the reindeer loved him
As they shouted out with glee
Rudy the Red-Beaked Reindeer
You'll go down in history
Rudolph
Rudolph
Rudolph"
Dean Martin,Memories Are Made of This,"The sweet, sweet memories you've given me
You can't beat the memories you've given me
Take one fresh and tender kiss
Add one stolen night of bliss
One girl, one boy, some grief, some joy
Memories are made of this
Don't forget a small moonbeam
Fold it lightly with a dream
Your lips and mine, two sips of wine
Memories are made of this
Then add the wedding bells
One house where lovers dwell
Three little kids for the flavor
Stir carefully through the days
See how the flavor stays
These are the dreams you will savor
With His blessings from above
Serve it generously with love
One man, one wife, one love through life
Memories are made of this
Memories are made of this"
Dean Martin,Mr Booze,"Sung:
Mister Booze (Mister Booze), Mister Booze
Mister B, Double O, Z E{sustain ""E""}: (that sure spells booze)
You will wind up wearing tattered shoes
If you mess with Mister Booze
(Don't mess with Mister Booze, don't mess with Mister Booze.)
Don't mess with B, Double O, Z, E
If you've been so stiff you thought you died
You'll feel better once you testify
(testify , testify , testify)
Spoken:
Well, then cleanse yourself, my child, cleanse yourself. Brothers and sisters, I happen to know this poor unfortunate soul and the fight she is waging against sin. That old devil Booze has changed her into the unsightly person you see before you. Give us your testimony, my child
(Yeah?)
(Yeah? )
(No)
(No. )
(why?)
Sung:
Who's to blame? (Who's to blame?)
What his name? (We know his name, his name is.)
Mister Booze, Mister Booze
Mister B, double O, Z, E: Don't ever choose. (No matter what)
Any game you play with him, you lose
So don't mess with Mister Booze
If your head feels like it's ten-foot wide
You'll feel better once you testify
(testify, testify , testify )
Spoken:
Well, come forward, dear brother, come forward. You see here, ladies and gentlemen, a man who just last year was the United States Olympic heavyweight wrestling champion; and here he is, just a shadow of his former self, wasted in health, ravaged by sin. Oh give us your testimony, dear brother
(He was mean!)
(a no-good pickpocket)
Oh, and gin, that's for sure
(Why?)
Get out!
Sung:
That's a shame. (what a shame)
Who's to blame? (Who's to blame? His name is)
Mister Booze, Mister Booze
Mister B, Double O, Z, E: You must refuse
You will make obituary news
If you mess with Mister Booze
If you've been so stiff you thought you died
You'll feel better when you testify
(testify, testify, testify)
Spoken:
Ah but you don't have to
But you don't have to
(one person: Oh let him testify.)
Okay, then put down that demijohn and come up forward here and let us lead you on the path of righteousness. Not long ago, brothers and sisters, this helpless soul was the foremost brain surgeon in this grand and glorious country. Success was smiling down upon him. Now go ahead and tell us your story. Don't be shy
....
(Yeah)
(yeah?)
(That's right)
Alcohol makes a big man small and can lead to life of crime. (Yeah!)
Demon rum makes a gent a bum, and you cash in before your time. (Yeah!)
Bootleg gin puts you in a spin till you don't even know your name. (Yeah!)
You're a public disgrace, flat on your face, and there's only one guy to blame:
Sung:
Oh, Mister Booze, Mister Booze (B, Double O, Z, E; Double O, Z, E) Mister B, Double O, Z, E: Don't ever choose. (B, Double O, Z; B, Double O, Z; B, Double O, Z, E)
(It's up to you!) 'Cause you'll wind up wearing tattered shoes
If you mess with Mister Booze
(Don't mess with Mister Booze.) Oh Mister Booze
(Don't mess with Mister Booze.) Oh Mister Booze
(Don't mess with Mr. Boo{sustain double o}ze.) Don't mess with B, double O. Z, E, cause that spells booze
And you're gonna lose with Mister Booze.  (Oh Yeah)
Don't mess around with Mister Booze
(Don't mess with Mister Booze.) Oh, yeah!
(Don't mess with Mister Booze.) Hear what he say now!
Don't mess with
Mi---
Ster---
Boo{sustain double o again}ze!
(Oh Mister Booze! Oh Mister-
Oh yeah, oh yeah, oh yeah, A-a-a-a-a-a-a-a-
A-ah, Oh Mister Booze!
Oh yeah, oh yeah, oh yeah, A-a-a-a-a-a-a-a-{improvise from here on out})"
Dean Martin,Amor,"This word so sweet that I repeat
Means I have adored you
Amor amor my love
Will you deny this heart that I have placed before you
I can't find another word with meaning so clear
My lips try to whisper sweeter things in your ear
Somehow or other nothing sounds quite so dear
As this soft caressing word I know
Amor amor my love
When you're away there is no day and nights are lonely
Amor amor my love
Make my life divine say you'll be mine and love me only
I can't find another word with meaning so clear
My lips try to whisper sweeter things in your ear
Somehow or other nothing sounds quite so dear
As this soft caressing word I know
Amor amor my love
When you're away there is no day and nights are lonely
Amor amor my love
Make my life divine say you'll be mine and love me only
Make my life divine say you'll be mine and love me only
Make my life divine say you'll be mine and love me only"
Dean Martin,Blue Moon,"Blue moon
You saw me standing alone
Without a dream in my heart
Without a love of my own
Blue moon
You knew just what I was there for
You heard me saying a prayer for
Someone I really could care for
And then there suddenly appeared before me
The only one my arms could ever hold
I heard somebody whisper, ""Please adore me""
When I looked the moon had turned to gold
Blue moon
Now, I'm no longer alone
Without a dream in my heart
Without a love of my own
And then there suddenly appeared before me
The only one my arms will ever hold
I heard somebody whisper, ""Please adore me""
And when I looked the moon had turned to gold
Blue moon
Now, I'm no longer alone
Without a dream in my heart
Without a love of my own
Without a love of my own
Without a love of my own"
Dean Martin,Arrivederci Roma,"Goodbye, goodbye to Rome
City of a million moon lit faces
City of a million warm embraces
Where I found the one of all the faces
Far from home
Arriverderci, Roma
It's time for us to part
Save the wedding bells for my returning
Keep my lover's arms outstretched and yearning
Please be sure the flame of love keeps burning
In her heart
Arriverderci, Roma
It's time for us to part
Save the wedding bells for my returning
Keep my lover's arms outstretched and yearning
Please be sure the flame of love keeps burning
In her heart"
Dean Martin,Style,"Some people dress 'cause they dress when they dress
But he gets dressed to get dressed
(It's only a hunch but I bet you a bunch)
(He wears suspenders, a belt and a vest,)
You've either got or you haven't got style
(If you got it, you stand out a mile.)
A flower's not a flower if it's wilted
(A hat's not a hat till it's tilted.)
(You either got, or you haven't got,)
You've either got or you haven't got style, (got or you haven't got style)
(if you got it, it stands out a mile.)
With mother of pearl kind of buttons
(You look like the Astors and Huttons.)
(got or you haven't got class.)
How it draws the applause of the masses
(You've either got, or you haven't style) [got or you haven't got style}
(Style and charm seem to go arm in arm,)
(if it's wilted,)
(You've either got or you haven't got style,)
if you got it, you stand out a mile
(Got it you stand out,) got it you stand out a mile
You've either got or you haven't got, (got or you haven't got,)
Come on , get some clothes on, we're gonna be late for breakfast"
Dean Martin,"Little Ole Wine Drinker, Me","So the grapes can grow and they can make more wine
And I'm sitting in a honky in Chicago
With a broken heart and a woman on my mind
I matched the man, behind the bar, for the jukebox
And the music takes me back to Tennessee
And they ask who's the fool in the corner, crying
I'll say, ""a little ole wine drinker, me""
I came here last week from down in Nashville
'Cause my baby left for Florida on a train
I thought I'd get a job and just forget her
But in Chicago a broken heart is still the same
I matched the man, behind the bar, for the jukebox
And the music takes me back to Tennessee
When they ask who's the fool in the corner, crying
I'll say, little ole wine drinker me"
Dean Martin,"Tik-A-Tee, Tik-A-Tay","It beats with a rhythm so gay
I'm so in love says my heart while we're dancing
It goes tik-a-tee tik-a-tay
Oh, hold me my love for this night of romancing
Will make both our hearts soon obey
Yeah, this is the thrill and the will of a heart
When it goes tik-a-tee tik-a-tay
Boom bidee bidee bidee, boom bidee, boom bidee, boom bidee bidee bidee boom
Boom bidee bidee bidee, boom bidee, boom bidee, boom bidee bidee bidee boom
Boom bidee bidee bidee, boom bidee, boom bidee, boom bidee bidee bidee boom
Boom bidee bidee bidee, boom bidee, boom bidee, boom bidee bidee bidee boom
Gira e rigira, biondina l'amore, La vita godere ci fà
Quando ti veggo, piccina! il mio cor? Sempre fà: ti-ca ti, ti-ca tay. Oh, gira e rigira, biondina l'amore, la vita godere ci fà
Quando ti veggo, piccina! il mio cor? Sempre fà: ti-ca ti, ti-ca tay
Boom bidee bidee bidee, boom bidee, boom bidee, boom bidee bidee bidee boom
Boom bidee bidee bidee, boom bidee, boom bidee, boom bidee bidee bidee boom
Boom bidee bidee bidee, boom bidee, boom bidee, boom bidee bidee bidee boom
Boom bidee bidee bidee, boom bidee, boom bidee, boom bidee bidee bidee boom
Hold me my love for this night of romancing
Will make both our hearts soon obey
Yeah, this is the thrill and the will of a heart
When it goes tik-a-tee, tik-a-tay!
Ciao!"
Dean Martin,C’est Si Bon,"C'est si bon (Si bon, si bon)
Lovers say that in France (Si bon, si bon)
When they thrill to romance (Si bon, si bon)
It means that it's so good
Ah, c'est si bon (Si bon, si bon)
So I say it to you (Si bon, si bon)
Like the French people do (Si bon, si bon)
Because it's oh so good
Every word every sigh every kiss dear
Leads to only one thought and it's this dear
Oh, it's ah so good (Si bon, si bon)
Nothing else can replace (Si bon, si bon)
Just your slightest embrace (Si bon, si bon)
And if you only would
Would be my own for the rest of my days
I would whisper this phrase
C'est si bon (Si bon, si bon)
The river Seine, si bon (Si bon, si bon)
The Left Bank, si bon (Si bon, si bon)
The Eiffel Tower, si bon (Si bon, si bon)
The meatballs, pizzas, school cheating, now that's stuffs pretty good too
(En voyant notre mine ravie)
Hey, watch your language
I have only one thought and it's this dear
Oh, it's so good (Si bon, si bon)
Nothing else can replace (Si bon, si bon)
Just your slightest embrace (Si bon, si bon)
And if you only would
Be my own for the rest of my days
I would whisper this phrase
My darling, c'est si bon (Si bon, si bon)
Gigi si bon (Si bon, si bon)
Mimi si bon (Si bon, si bon)
And all those mademoiselles that are si bon
In fact, you'd be surprised how much good stuff there is around here, Frank (Si bon, si bon)"
Dean Martin,Bésame Mucho,"Bésame, bésame mucho
Each time I cling to your kiss, I hear music divine
Bésame, bésame mucho
Hold me, my darling, and say that you'll always be mine
This joy is something new, my arms enfolding you
Never knew this thrill before
Whoever thought I'd be holding you close to me
Whispering ""It's you I adore""
Dearest one, if you should leave me
Each little dream would take wing, and my life would be through
Bésame, bésame mucho
Love me forever and make all my dreams come true
Bésame
Bésame mucho
Love me forever and make all my dreams come true"
